Time,Price,Volume
11/20/2006 1:42,12336,2743
11/20/2006 1:43,12337,2744
11/20/2006 1:47,12338,2746
11/20/2006 1:47,12337,2756
11/20/2006 1:47,12336,2757
11/20/2006 1:48,12335,2763
11/20/2006 1:48,12336,2765
11/20/2006 1:48,12335,2777
11/20/2006 1:48,12337,2777
11/20/2006 1:48,12338,2784
11/20/2006 1:48,12337,2785
11/20/2006 1:53,12336,2794
11/20/2006 1:54,12337,2801
11/20/2006 1:54,12335,2802
11/20/2006 1:55,12336,2806
11/20/2006 1:59,12337,2813
11/20/2006 2:00,12338,2818
11/20/2006 2:02,12337,2824
11/20/2006 2:02,12336,2828
11/20/2006 2:03,12337,2835
11/20/2006 2:05,12336,2839
11/20/2006 2:05,12335,2856
11/20/2006 2:06,12334,2864
11/20/2006 2:06,12335,2865
11/20/2006 2:11,12337,2876
11/20/2006 2:12,12338,2878
11/20/2006 2:12,12339,2889
11/20/2006 2:12,12340,2897
11/20/2006 2:12,12338,2907
11/20/2006 2:13,12340,2908
11/20/2006 2:14,12341,2910
11/20/2006 2:15,12342,2914
11/20/2006 2:15,12341,2929
11/20/2006 2:15,12342,2935
11/20/2006 2:15,12343,2941
11/20/2006 2:16,12342,2951
11/20/2006 2:17,12343,2960
11/20/2006 2:17,12342,2968
11/20/2006 2:18,12341,2973
11/20/2006 2:19,12342,2974
11/20/2006 2:20,12343,2980
11/20/2006 2:20,12344,2984
11/20/2006 2:21,12345,2999
11/20/2006 2:21,12343,3004
11/20/2006 2:21,12345,3012
11/20/2006 2:21,12342,3013
11/20/2006 2:22,12344,3014
11/20/2006 2:22,12343,3019
11/20/2006 2:24,12345,3024
11/20/2006 2:25,12342,3026
11/20/2006 2:28,12343,3035
11/20/2006 2:29,12344,3041
11/20/2006 2:31,12345,3042
11/20/2006 2:32,12342,3045
11/20/2006 2:33,12344,3047
11/20/2006 2:33,12345,3054
11/20/2006 2:34,12346,3067
11/20/2006 2:34,12347,3069
11/20/2006 2:34,12346,3094
11/20/2006 2:35,12347,3095
11/20/2006 2:36,12348,3097
11/20/2006 2:37,12349,3099
11/20/2006 2:37,12350,3102
11/20/2006 2:37,12349,3104
11/20/2006 2:37,12347,3109
11/20/2006 2:38,12350,3114
11/20/2006 2:38,12351,3123
11/20/2006 2:39,12350,3130
11/20/2006 2:39,12351,3133
11/20/2006 2:40,12350,3134
11/20/2006 2:40,12349,3149
11/20/2006 2:40,12348,3153
11/20/2006 2:41,12349,3157
11/20/2006 2:41,12348,3169
11/20/2006 2:42,12347,3208
11/20/2006 2:43,12348,3214
11/20/2006 2:44,12349,3215
11/20/2006 2:46,12348,3217
11/20/2006 2:47,12349,3221
11/20/2006 2:49,12348,3224
11/20/2006 2:50,12349,3228
11/20/2006 2:50,12348,3229
11/20/2006 2:52,12350,3231
11/20/2006 2:53,12349,3234
11/20/2006 2:54,12348,3240
11/20/2006 2:55,12347,3249
11/20/2006 2:57,12348,3259
11/20/2006 2:59,12349,3261
11/20/2006 2:59,12350,3262
11/20/2006 3:02,12351,3285
11/20/2006 3:03,12349,3287
11/20/2006 3:04,12348,3288
11/20/2006 3:05,12350,3290
11/20/2006 3:05,12349,3305
11/20/2006 3:09,12350,3325
11/20/2006 3:11,12349,3326
11/20/2006 3:11,12350,3327
11/20/2006 3:19,12348,3350
11/20/2006 3:20,12349,3352
11/20/2006 3:21,12347,3356
11/20/2006 3:22,12349,3357
11/20/2006 3:25,12347,3366
11/20/2006 3:35,12348,3378
11/20/2006 3:36,12347,3384
11/20/2006 3:36,12346,3393
11/20/2006 3:36,12345,3394
11/20/2006 3:37,12346,3403
11/20/2006 3:38,12345,3444
11/20/2006 3:39,12347,3444
11/20/2006 3:41,12348,3436
11/20/2006 3:41,12349,3446
11/20/2006 3:41,12348,3452
11/20/2006 3:41,12349,3469
11/20/2006 3:42,12348,3471
11/20/2006 3:43,12349,3472
11/20/2006 3:44,12350,3474
11/20/2006 3:45,12349,3479
11/20/2006 3:46,12348,3484
11/20/2006 3:46,12349,3485
11/20/2006 3:48,12350,3487
11/20/2006 3:48,12349,3488
11/20/2006 3:49,12350,3491
11/20/2006 3:49,12351,3514
11/20/2006 3:50,12352,3518
11/20/2006 3:50,12353,3532
11/20/2006 3:51,12351,3534
11/20/2006 3:51,12352,3535
11/20/2006 3:51,12351,3536
11/20/2006 3:52,12353,3540
11/20/2006 3:52,12351,3553
11/20/2006 3:53,12352,3563
11/20/2006 3:54,12351,3564
11/20/2006 3:55,12352,3568
11/20/2006 3:55,12351,3574
11/20/2006 3:57,12350,3577
11/20/2006 3:58,12352,3591
11/20/2006 3:59,12353,3598
11/20/2006 3:59,12352,3607
11/20/2006 4:00,12353,3614
11/20/2006 4:00,12352,3615
11/20/2006 4:01,12350,3617
11/20/2006 4:02,12352,3637
11/20/2006 4:03,12350,3646
11/20/2006 4:05,12352,3649
11/20/2006 4:08,12350,3650
11/20/2006 4:10,12348,3651
11/20/2006 4:10,12349,3662
11/20/2006 4:10,12348,3682
11/20/2006 4:10,12347,3686
11/20/2006 4:11,12348,3687
11/20/2006 4:11,12349,3689
11/20/2006 4:12,12348,3694
11/20/2006 4:12,12349,3695
11/20/2006 4:13,12350,3711
11/20/2006 4:13,12348,3716
11/20/2006 4:14,12347,3720
11/20/2006 4:14,12348,3721
11/20/2006 4:16,12347,3728
11/20/2006 4:18,12345,3732
11/20/2006 4:18,12344,3747
11/20/2006 4:18,12345,3750
11/20/2006 4:18,12343,3752
11/20/2006 4:20,12344,3760
11/20/2006 4:20,12343,3761
11/20/2006 4:21,12344,3764
11/20/2006 4:21,12343,3770
11/20/2006 4:23,12344,3774
11/20/2006 4:25,12343,3777
11/20/2006 4:26,12342,3788
11/20/2006 4:26,12345,3790
11/20/2006 4:28,12343,3792
11/20/2006 4:28,12342,3796
11/20/2006 4:30,12343,3807
11/20/2006 4:31,12344,3817
11/20/2006 4:31,12345,3819
11/20/2006 4:32,12346,3826
11/20/2006 4:33,12345,3830
11/20/2006 4:33,12346,3831
11/20/2006 4:36,12344,3836
11/20/2006 4:37,12346,3840
11/20/2006 4:37,12347,3842
11/20/2006 4:38,12348,3846
11/20/2006 4:38,12349,3848
11/20/2006 4:38,12350,3850
11/20/2006 4:38,12351,3854
11/20/2006 4:38,12350,3864
11/20/2006 4:39,12349,3868
11/20/2006 4:39,12350,3873
11/20/2006 4:39,12351,3875
11/20/2006 4:40,12352,3876
11/20/2006 4:40,12353,3883
11/20/2006 4:40,12352,3888
11/20/2006 4:40,12353,3889
11/20/2006 4:40,12352,3901
11/20/2006 4:41,12351,3904
11/20/2006 4:41,12350,3920
11/20/2006 4:41,12349,3923
11/20/2006 4:41,12348,3947
11/20/2006 4:41,12349,3952
11/20/2006 4:41,12351,3953
11/20/2006 4:42,12349,3954
11/20/2006 4:42,12350,3955
11/20/2006 4:42,12351,3963
11/20/2006 4:42,12350,3972
11/20/2006 4:42,12347,3973
11/20/2006 4:42,12349,3981
11/20/2006 4:42,12351,3982
11/20/2006 4:42,12349,3983
11/20/2006 4:42,12348,3986
11/20/2006 4:43,12347,3986
11/20/2006 4:43,12346,3997
11/20/2006 4:43,12347,4009
11/20/2006 4:43,12348,4012
11/20/2006 4:43,12347,4015
11/20/2006 4:44,12348,4029
11/20/2006 4:45,12350,4030
11/20/2006 4:46,12351,4036
11/20/2006 4:46,12350,4043
11/20/2006 4:47,12351,4055
11/20/2006 4:47,12350,4059
11/20/2006 4:47,12351,4060
11/20/2006 4:47,12350,4080
11/20/2006 4:48,12348,4092
11/20/2006 4:48,12351,4101
11/20/2006 4:48,12349,4102
11/20/2006 4:48,12350,4103
11/20/2006 4:48,12349,4105
11/20/2006 4:49,12350,4118
11/20/2006 4:49,12352,4123
11/20/2006 4:49,12351,4128
11/20/2006 4:51,12348,4144
11/20/2006 4:52,12350,4146
11/20/2006 4:53,12349,4164
11/20/2006 4:54,12351,4193
11/20/2006 4:54,12350,4229
11/20/2006 4:54,12352,4230
11/20/2006 4:54,12351,4253
11/20/2006 4:55,12350,4256
11/20/2006 4:57,12349,4269
11/20/2006 4:57,12348,4274
11/20/2006 4:57,12349,4294
11/20/2006 4:58,12350,4301
11/20/2006 4:58,12351,4325
11/20/2006 4:58,12352,4334
11/20/2006 4:59,12351,4362
11/20/2006 4:59,12350,4366
11/20/2006 5:00,12352,4398
11/20/2006 5:00,12350,4404
11/20/2006 5:00,12352,4406
11/20/2006 5:01,12353,4411
11/20/2006 5:01,12355,4413
11/20/2006 5:02,12357,4451
11/20/2006 5:02,12355,4467
11/20/2006 5:03,12354,4484
11/20/2006 5:03,12353,4487
11/20/2006 5:03,12354,4488
11/20/2006 5:04,12355,4495
11/20/2006 5:04,12354,4501
11/20/2006 5:05,12355,4502
11/20/2006 5:05,12354,4503
11/20/2006 5:06,12352,4504
11/20/2006 5:06,12354,4507
11/20/2006 5:09,12353,4514
11/20/2006 5:09,12355,4516
11/20/2006 5:09,12356,4528
11/20/2006 5:10,12355,4529
11/20/2006 5:10,12354,4530
11/20/2006 5:10,12353,4534
11/20/2006 5:10,12352,4550
11/20/2006 5:11,12351,4561
11/20/2006 5:11,12350,4569
11/20/2006 5:12,12349,4574
11/20/2006 5:12,12350,4576
11/20/2006 5:13,12349,4582
11/20/2006 5:13,12350,4584
11/20/2006 5:15,12351,4603
11/20/2006 5:15,12350,4607
11/20/2006 5:16,12351,4609
11/20/2006 5:18,12350,4619
11/20/2006 5:19,12351,4637
11/20/2006 5:20,12350,4681
11/20/2006 5:20,12349,4705
11/20/2006 5:20,12350,4706
11/20/2006 5:21,12351,4797
11/20/2006 5:22,12349,4808
11/20/2006 5:22,12351,4808
11/20/2006 5:23,12350,4831
11/20/2006 5:24,12351,4834
11/20/2006 5:24,12352,4836
11/20/2006 5:25,12353,4857
11/20/2006 5:25,12354,4862
11/20/2006 5:25,12353,4884
11/20/2006 5:26,12354,4902
11/20/2006 5:26,12355,4907
11/20/2006 5:26,12356,4923
11/20/2006 5:26,12357,4928
11/20/2006 5:27,12359,4952
11/20/2006 5:27,12358,4954
11/20/2006 5:28,12359,4974
11/20/2006 5:28,12360,4996
11/20/2006 5:28,12359,5001
11/20/2006 5:28,12360,5002
11/20/2006 5:29,12359,5033
11/20/2006 5:29,12360,5042
11/20/2006 5:30,12359,5069
11/20/2006 5:30,12360,5072
11/20/2006 5:30,12361,5090
11/20/2006 5:31,12360,5106
11/20/2006 5:31,12361,5107
11/20/2006 5:31,12360,5114
11/20/2006 5:32,12359,5125
11/20/2006 5:33,12360,5164
11/20/2006 5:33,12359,5168
11/20/2006 5:33,12358,5172
11/20/2006 5:35,12359,5190
11/20/2006 5:35,12358,5205
11/20/2006 5:35,12357,5211
11/20/2006 5:35,12358,5224
11/20/2006 5:35,12357,5225
11/20/2006 5:35,12355,5226
11/20/2006 5:35,12354,5234
11/20/2006 5:35,12353,5241
11/20/2006 5:36,12355,5246
11/20/2006 5:36,12356,5251
11/20/2006 5:36,12357,5257
11/20/2006 5:36,12356,5258
11/20/2006 5:36,12355,5281
11/20/2006 5:36,12354,5292
11/20/2006 5:38,12355,5310
11/20/2006 5:39,12356,5322
11/20/2006 5:39,12355,5327
11/20/2006 5:40,12356,5330
11/20/2006 5:40,12355,5331
11/20/2006 5:41,12354,5344
11/20/2006 5:42,12353,5373
11/20/2006 5:42,12354,5374
11/20/2006 5:42,12353,5376
11/20/2006 5:42,12352,5400
11/20/2006 5:43,12351,5420
11/20/2006 5:43,12352,5421
11/20/2006 5:43,12351,5422
11/20/2006 5:44,12352,5424
11/20/2006 5:44,12353,5426
11/20/2006 5:44,12352,5439
11/20/2006 5:44,12354,5447
11/20/2006 5:45,12353,5447
11/20/2006 5:45,12352,5461
11/20/2006 5:45,12353,5463
11/20/2006 5:46,12354,5466
11/20/2006 5:47,12353,5468
11/20/2006 5:47,12352,5476
11/20/2006 5:49,12353,5496
11/20/2006 5:52,12354,5513
11/20/2006 5:53,12353,5515
11/20/2006 5:53,12352,5519
11/20/2006 5:54,12353,5530
11/20/2006 5:55,12352,5538
11/20/2006 5:55,12353,5544
11/20/2006 5:56,12354,5547
11/20/2006 5:56,12355,5569
11/20/2006 5:57,12353,5575
11/20/2006 5:58,12354,5578
11/20/2006 5:59,12355,5598
11/20/2006 5:59,12356,5607
11/20/2006 6:00,12355,5619
11/20/2006 6:00,12356,5621
11/20/2006 6:01,12357,5641
11/20/2006 6:01,12356,5642
11/20/2006 6:01,12357,5643
11/20/2006 6:01,12356,5644
11/20/2006 6:02,12355,5649
11/20/2006 6:02,12356,5650
11/20/2006 6:02,12357,5651
11/20/2006 6:03,12356,5652
11/20/2006 6:03,12355,5658
11/20/2006 6:04,12356,5659
11/20/2006 6:05,12357,5664
11/20/2006 6:06,12356,5668
11/20/2006 6:07,12357,5676
11/20/2006 6:07,12356,5677
11/20/2006 6:07,12357,5678
11/20/2006 6:08,12356,5679
11/20/2006 6:08,12355,5685
11/20/2006 6:09,12354,5716
11/20/2006 6:09,12353,5722
11/20/2006 6:09,12352,5750
11/20/2006 6:09,12354,5753
11/20/2006 6:10,12353,5760
11/20/2006 6:10,12354,5766
11/20/2006 6:12,12353,5782
11/20/2006 6:12,12352,5787
11/20/2006 6:12,12353,5791
11/20/2006 6:12,12354,5798
11/20/2006 6:13,12352,5801
11/20/2006 6:13,12354,5809
11/20/2006 6:13,12353,5811
11/20/2006 6:15,12352,5830
11/20/2006 6:15,12351,5841
11/20/2006 6:15,12353,5843
11/20/2006 6:15,12352,5851
11/20/2006 6:15,12353,5855
11/20/2006 6:16,12352,5875
11/20/2006 6:17,12353,5876
11/20/2006 6:19,12354,5889
11/20/2006 6:20,12353,5890
11/20/2006 6:22,12351,5896
11/20/2006 6:23,12352,5899
11/20/2006 6:23,12351,5901
11/20/2006 6:23,12352,5910
11/20/2006 6:23,12353,5913
11/20/2006 6:24,12354,5915
11/20/2006 6:24,12355,5923
11/20/2006 6:24,12356,5939
11/20/2006 6:24,12355,5952
11/20/2006 6:25,12356,5982
11/20/2006 6:25,12355,5983
11/20/2006 6:25,12356,5992
11/20/2006 6:25,12357,5995
11/20/2006 6:25,12356,6000
11/20/2006 6:26,12355,6004
11/20/2006 6:26,12354,6013
11/20/2006 6:26,12355,6021
11/20/2006 6:28,12354,6033
11/20/2006 6:28,12355,6034
11/20/2006 6:29,12353,6037
11/20/2006 6:29,12355,6057
11/20/2006 6:29,12356,6064
11/20/2006 6:29,12355,6089
11/20/2006 6:29,12354,6091
11/20/2006 6:29,12355,6098
11/20/2006 6:29,12354,6108
11/20/2006 6:29,12355,6109
11/20/2006 6:29,12357,6110
11/20/2006 6:29,12356,6116
11/20/2006 6:29,12355,6118
11/20/2006 6:30,12354,6121
11/20/2006 6:30,12356,6123
11/20/2006 6:30,12355,6128
11/20/2006 6:30,12356,6130
11/20/2006 6:30,12354,6131
11/20/2006 6:30,12353,6134
11/20/2006 6:30,12352,6143
11/20/2006 6:30,12353,6158
11/20/2006 6:30,12352,6160
11/20/2006 6:30,12351,6196
11/20/2006 6:30,12350,6220
11/20/2006 6:30,12351,6223
11/20/2006 6:30,12350,6224
11/20/2006 6:30,12351,6244
11/20/2006 6:30,12349,6254
11/20/2006 6:30,12350,6256
11/20/2006 6:30,12349,6259
11/20/2006 6:30,12350,6264
11/20/2006 6:30,12349,6265
11/20/2006 6:30,12350,6267
11/20/2006 6:30,12349,6272
11/20/2006 6:30,12350,6287
11/20/2006 6:30,12349,6297
11/20/2006 6:30,12348,6310
11/20/2006 6:30,12349,6313
11/20/2006 6:30,12348,6314
11/20/2006 6:30,12347,6389
11/20/2006 6:31,12346,6407
11/20/2006 6:31,12347,6415
11/20/2006 6:31,12346,6416
11/20/2006 6:31,12345,6418
11/20/2006 6:31,12344,6435
11/20/2006 6:31,12345,6467
11/20/2006 6:31,12346,6476
11/20/2006 6:31,12345,6477
11/20/2006 6:31,12346,6479
11/20/2006 6:31,12345,6619
11/20/2006 6:31,12346,6623
11/20/2006 6:31,12347,6656
11/20/2006 6:31,12346,6669
11/20/2006 6:31,12345,6681
11/20/2006 6:31,12346,6715
11/20/2006 6:31,12345,6717
11/20/2006 6:31,12346,6719
11/20/2006 6:32,12345,6721
11/20/2006 6:32,12346,6740
11/20/2006 6:32,12347,6754
11/20/2006 6:32,12348,6819
11/20/2006 6:32,12349,6835
11/20/2006 6:32,12350,6837
11/20/2006 6:32,12349,6862
11/20/2006 6:32,12348,6873
11/20/2006 6:32,12349,6874
11/20/2006 6:32,12350,6888
11/20/2006 6:32,12351,6894
11/20/2006 6:32,12350,6896
11/20/2006 6:32,12351,6898
11/20/2006 6:32,12350,6899
11/20/2006 6:32,12349,6978
11/20/2006 6:33,12346,6992
11/20/2006 6:33,12345,7013
11/20/2006 6:33,12346,7014
11/20/2006 6:33,12345,7018
11/20/2006 6:33,12346,7019
11/20/2006 6:33,12347,7028
11/20/2006 6:33,12346,7102
11/20/2006 6:33,12345,7112
11/20/2006 6:33,12346,7113
11/20/2006 6:33,12347,7116
11/20/2006 6:33,12346,7136
11/20/2006 6:33,12345,7143
11/20/2006 6:33,12347,7145
11/20/2006 6:33,12348,7149
11/20/2006 6:33,12347,7157
11/20/2006 6:33,12348,7163
11/20/2006 6:33,12347,7182
11/20/2006 6:33,12348,7224
11/20/2006 6:33,12349,7244
11/20/2006 6:33,12350,7248
11/20/2006 6:33,12351,7263
11/20/2006 6:33,12352,7267
11/20/2006 6:34,12351,7268
11/20/2006 6:34,12352,7269
11/20/2006 6:34,12353,7274
11/20/2006 6:34,12355,7282
11/20/2006 6:34,12354,7306
11/20/2006 6:34,12355,7307
11/20/2006 6:34,12354,7320
11/20/2006 6:34,12355,7330
11/20/2006 6:34,12354,7353
11/20/2006 6:34,12355,7381
11/20/2006 6:34,12354,7395
11/20/2006 6:34,12355,7600
11/20/2006 6:34,12356,7614
11/20/2006 6:34,12355,7618
11/20/2006 6:34,12356,7623
11/20/2006 6:34,12357,7647
11/20/2006 6:34,12356,7648
11/20/2006 6:34,12357,7650
11/20/2006 6:34,12356,7651
11/20/2006 6:34,12357,7654
11/20/2006 6:34,12356,7660
11/20/2006 6:34,12357,7686
11/20/2006 6:34,12358,7749
11/20/2006 6:34,12357,7752
11/20/2006 6:34,12358,7757
11/20/2006 6:34,12357,7760
11/20/2006 6:34,12358,7763
11/20/2006 6:34,12359,7798
11/20/2006 6:34,12358,7803
11/20/2006 6:34,12357,7805
11/20/2006 6:34,12358,7821
11/20/2006 6:34,12359,7822
11/20/2006 6:34,12360,7827
11/20/2006 6:34,12358,7829
11/20/2006 6:34,12359,7845
11/20/2006 6:34,12358,8083
11/20/2006 6:34,12359,8086
11/20/2006 6:34,12360,8092
11/20/2006 6:34,12359,8119
11/20/2006 6:34,12360,8128
11/20/2006 6:34,12359,8134
11/20/2006 6:34,12360,8136
11/20/2006 6:34,12359,8137
11/20/2006 6:34,12358,8138
11/20/2006 6:34,12357,8157
11/20/2006 6:34,12358,8167
11/20/2006 6:35,12359,8168
11/20/2006 6:35,12358,8176
11/20/2006 6:35,12359,8192
11/20/2006 6:35,12358,8195
11/20/2006 6:35,12359,8197
11/20/2006 6:35,12358,8203
11/20/2006 6:35,12359,8205
11/20/2006 6:35,12358,8208
11/20/2006 6:35,12359,8341
11/20/2006 6:35,12357,8346
11/20/2006 6:35,12358,8348
11/20/2006 6:35,12357,8350
11/20/2006 6:35,12358,8383
11/20/2006 6:35,12359,8391
11/20/2006 6:35,12358,8396
11/20/2006 6:35,12359,8398
11/20/2006 6:35,12358,8399
11/20/2006 6:35,12359,8408
11/20/2006 6:35,12358,8422
11/20/2006 6:35,12359,8423
11/20/2006 6:35,12358,8424
11/20/2006 6:35,12357,8438
11/20/2006 6:35,12356,8454
11/20/2006 6:35,12357,8456
11/20/2006 6:35,12358,8457
11/20/2006 6:35,12357,8459
11/20/2006 6:35,12358,8538
11/20/2006 6:36,12357,8556
11/20/2006 6:36,12358,8559
11/20/2006 6:36,12359,8569
11/20/2006 6:36,12360,8575
11/20/2006 6:36,12361,8582
11/20/2006 6:36,12363,8611
11/20/2006 6:36,12362,8630
11/20/2006 6:36,12361,8636
11/20/2006 6:36,12362,8640
11/20/2006 6:36,12361,8741
11/20/2006 6:36,12362,8742
11/20/2006 6:36,12361,8743
11/20/2006 6:36,12360,8749
11/20/2006 6:36,12362,8754
11/20/2006 6:36,12361,8765
11/20/2006 6:36,12362,8795
11/20/2006 6:36,12361,8804
11/20/2006 6:36,12362,8806
11/20/2006 6:36,12361,8811
11/20/2006 6:36,12363,8812
11/20/2006 6:36,12361,8815
11/20/2006 6:36,12362,8842
11/20/2006 6:36,12361,8847
11/20/2006 6:36,12362,8860
11/20/2006 6:36,12361,8864
11/20/2006 6:36,12362,8867
11/20/2006 6:36,12359,8988
11/20/2006 6:36,12358,9011
11/20/2006 6:36,12359,9014
11/20/2006 6:36,12358,9016
11/20/2006 6:36,12357,9023
11/20/2006 6:36,12358,9027
11/20/2006 6:37,12357,9039
11/20/2006 6:37,12358,9048
11/20/2006 6:37,12359,9049
11/20/2006 6:37,12358,9051
11/20/2006 6:37,12359,9052
11/20/2006 6:37,12360,9053
11/20/2006 6:37,12359,9063
11/20/2006 6:37,12360,9071
11/20/2006 6:37,12359,9219
11/20/2006 6:37,12357,9224
11/20/2006 6:37,12355,9243
11/20/2006 6:37,12354,9269
11/20/2006 6:37,12355,9270
11/20/2006 6:37,12354,9273
11/20/2006 6:37,12355,9276
11/20/2006 6:37,12354,9279
11/20/2006 6:37,12353,9293
11/20/2006 6:37,12352,9325
11/20/2006 6:37,12351,9347
11/20/2006 6:37,12352,9353
11/20/2006 6:37,12351,9357
11/20/2006 6:37,12353,9359
11/20/2006 6:37,12352,9380
11/20/2006 6:37,12351,9381
11/20/2006 6:37,12352,9385
11/20/2006 6:37,12353,9586
11/20/2006 6:37,12355,9612
11/20/2006 6:38,12356,9639
11/20/2006 6:38,12355,9646
11/20/2006 6:38,12356,9647
11/20/2006 6:38,12355,9650
11/20/2006 6:38,12356,9653
11/20/2006 6:38,12355,9654
11/20/2006 6:38,12354,9683
11/20/2006 6:38,12353,9688
11/20/2006 6:38,12352,9695
11/20/2006 6:38,12354,9696
11/20/2006 6:38,12353,9728
11/20/2006 6:38,12352,9742
11/20/2006 6:38,12353,9744
11/20/2006 6:38,12352,9745
11/20/2006 6:38,12353,9752
11/20/2006 6:38,12352,9753
11/20/2006 6:38,12351,9756
11/20/2006 6:38,12350,9758
11/20/2006 6:38,12349,9809
11/20/2006 6:38,12348,9813
11/20/2006 6:38,12349,9925
11/20/2006 6:38,12348,9940
11/20/2006 6:38,12349,9942
11/20/2006 6:38,12348,9947
11/20/2006 6:38,12347,9950
11/20/2006 6:39,12348,9973
11/20/2006 6:39,12347,9975
11/20/2006 6:39,12348,9983
11/20/2006 6:39,12346,9984
11/20/2006 6:39,12345,10004
11/20/2006 6:39,12346,10005
11/20/2006 6:39,12347,10006
11/20/2006 6:39,12346,10007
11/20/2006 6:39,12347,10013
11/20/2006 6:39,12346,10014
11/20/2006 6:39,12345,10128
11/20/2006 6:39,12344,10131
11/20/2006 6:39,12343,10134
11/20/2006 6:39,12342,10144
11/20/2006 6:39,12344,10158
11/20/2006 6:39,12343,10159
11/20/2006 6:39,12344,10165
11/20/2006 6:39,12343,10166
11/20/2006 6:39,12344,10167
11/20/2006 6:39,12345,10173
